评论,分数,产品,名字,评论ID,清洗后评论,分词后评论,来源文件
这款真的是性能小钢炮，玩游戏，刷视频杠杠滴，非常流畅，不卡顿。大电池续航持久，手机手感也好，买对了!,5,已购 黑色 12GB+256GB,凌***咪,106,这款真的是性能小钢炮玩游戏刷视频杠杠滴非常流畅不卡顿大电池续航持久手机手感也好买对了,真的 性能 小钢炮 玩游戏 视频 杠杠 非常 流畅 不卡顿 电池 续航 持久 手机 手感 也好,商品5.csv
红米Turbo4 Pro性能很强，骁龙8s Gen4流畅不卡，游戏满帧稳跑。7550mAh大电池续航超顶，重度一天轻松够用，90W快充回血快。屏幕清晰、散热靠谱，两千档性价比拉满。,5,已购 黑色 12GB+256GB,jd_bz47e96yp5p7s9,107,红米 性能很强骁龙 流畅不卡游戏满帧稳跑大电池续航超顶重度一天轻松够用快充回血快屏幕清晰散热靠谱两千档性价比拉满,红米 性能 很强 骁龙 流畅 不卡 游戏 满帧 稳跑 电池 续航 超顶 重度 一天 轻松 够用 快充 回血快 屏幕 清晰 散热 两千 性价比 拉满,商品5.csv
"外形外观：好看，给家人买的，新年换新手机
屏幕音效：屏幕舒适
拍照效果：拍照效果可以😌
其他特色：之前也给家人买过红米，这次换新的还是换红米",5,已购 白色 12GB+512GB,千树子菌,108,"外形外观好看给家人买的新年换新手机
屏幕音效屏幕舒适
拍照效果拍照效果可以
其他特色之前也给家人买过红米这次换新的还是换红米",外形 外观 好看 家人 新年 新手机 屏幕 音效 屏幕 舒适 拍照 效果 拍照 效果 可以 其他 特色 之前 家人 买过 红米 这次 还是 换红米,商品5.csv
给孩子买的手机 毫不犹豫的就选择了小米的  性价比高 功能强大 电池续航能力优秀  买来自带手机壳 90w充电器 孩子喜欢 我也满意,5,已购 白色 12GB+256GB,日天雨林,109,给孩子买的手机 毫不犹豫的就选择了小米的  性价比高 功能强大 电池续航能力优秀  买来自带手机壳 充电器 孩子喜欢 我也满意,孩子 手机 毫不犹豫 选择 小米 性价比 功能强大 电池 续航 能力 优秀 买来 自带 手机 充电器 孩子 喜欢 满意,商品5.csv
这款朋友好几个都买了，都说还不错，待机时间挺长的，充电特别快，屏幕色彩也不错，应该可以用个三五年没问题，内存也挺大的。,5,已购 黑色 12GB+256GB,第***忆,110,这款朋友好几个都买了都说还不错待机时间挺长的充电特别快屏幕色彩也不错应该可以用个三五年没问题内存也挺大的,朋友 好几个 不错 待机时间 挺长 充电 特别 屏幕 色彩 不错 应该 可以 用个 三五年 问题 内存,商品5.csv
新手机比上一代升级很多，拿在手里手感很好，金属边框，特别圆润，屏幕给我的感觉就是很大，电池续航也不错,5,已购 白色 12GB+256GB,轩***米,111,新手机比上一代升级很多拿在手里手感很好金属边框特别圆润屏幕给我的感觉就是很大电池续航也不错,新手机 比上 一代 升级 很多 手里 手感 金属 边框 特别 圆润 屏幕 感觉 就是 很大 电池 续航 不错,商品5.csv
"不错，不错，
拍照效果：完美😍
运行速度：很快，
外形外观：很好看啊，实在的很
屏幕音效：很酷炫很
待机时间：完美😍
其他特色：帅，真的很不错，以后还来买&hellip;&hellip;",5,已购 黑色 12GB+256GB,没有回音的山谷o,113,"不错不错
拍照效果完美
运行速度很快
外形外观很好看啊实在的很
屏幕音效很酷炫很
待机时间完美
其他特色帅真的很不错以后还来买",不错 不错 拍照 效果 完美 运行 速度 很快 外形 外观 好看 实在 屏幕 音效 很酷 待机时间 完美 其他 特色 真的 不错 以后,商品5.csv
收货效率高商家发货给力，拆包看到手机挺漂亮的，音乐和拍照效果都不错，上网打游戏速度也是一流，一直都是小米忠实粉丝前前后后在京东买过六台质量都没问题！👍,5,已购 黑色 16GB+256GB,j***2,114,收货效率高商家发货给力拆包看到手机挺漂亮的音乐和拍照效果都不错上网打游戏速度也是一流一直都是小米忠实粉丝前前后后在京东买过六台质量都没问题,收货 效率高 商家 发货 给力 拆包 看到 手机 漂亮 音乐 拍照 效果 不错 上网 打游戏 速度 一流 一直 小米 忠实 粉丝 前前后后 京东 买过 六台 质量 问题,商品5.csv
"显示细腻，性能强劲，电池容量超大，功能丰富，针不
错。非常棒，值得推荐！客服小云，服务态度很不错，耐
心指导。",5,已购 粉金色 12GB+256GB,7***l,116,"显示细腻性能强劲电池容量超大功能丰富针不
错非常棒值得推荐客服小云服务态度很不错耐
心指导",显示 细腻 性能 强劲 电池容量 超大 功能丰富 非常 值得 推荐 客服 小云 服务态度 不错 指导,商品5.csv
"喇叭外放声音大，屏幕色彩艳丽，阳光下也看得十分清楚，12g+512g,存储空间足够用了，性价比很高。",5,已购 粉金色 12GB+512GB,魔***8,117,喇叭外放声音大屏幕色彩艳丽阳光下也看得十分清楚存储空间足够用了性价比很高,喇叭 外放 声音 大屏幕 色彩艳丽 阳光 十分 清楚 存储空间 足够 性价比,商品5.csv
"拍照效果：拍摄视频可以
外形外观：好看
屏幕音效：好呢",3,已购 粉金色 12GB+256GB,j***b,118,"拍照效果拍摄视频可以
外形外观好看
屏幕音效好呢",拍照 效果 拍摄 视频 可以 外形 外观 好看 屏幕 音效,商品5.csv
给家人买的新手机选了小米这款手机性价比非常高，手机用起来非常的流畅，实用起来大小也正合适，价格也是很好的，接受起来无难度，满意,5,已购 黑色 12GB+256GB,u***v,119,给家人买的新手机选了小米这款手机性价比非常高手机用起来非常的流畅实用起来大小也正合适价格也是很好的接受起来无难度满意,家人 新手机 小米 手机 性价比 非常 手机 起来 非常 流畅 实用 起来 大小 正合适 价格 接受 起来 难度 满意,商品5.csv
红米Turbo4 Pro性价比拉满，骁龙8S Gen4性能强劲，游戏流畅不卡顿。7550mAh大电池续航超强，金属中框质感好，系统流畅稳定，千元机首选！,5,已购 黑色 12GB+256GB,甜***g,120,红米 性价比拉满骁龙 性能强劲游戏流畅不卡顿大电池续航超强金属中框质感好系统流畅稳定千元机首选,红米 性价比 拉满 骁龙 性能 强劲 游戏 流畅 不卡顿 电池 续航 超强 金属 中框 质感 系统 流畅 稳定 千元 首选,商品5.csv
"外形外观：漂亮
屏幕音效：音质
拍照效果：清晰
运行速度：很快
待机时间：待机时间长
其他特色：性价比非常高值得购买 真好",5,已购 白色 16GB+512GB,8***9,121,"外形外观漂亮
屏幕音效音质
拍照效果清晰
运行速度很快
待机时间待机时间长
其他特色性价比非常高值得购买 真好",外形 外观 漂亮 屏幕 音效 音质 拍照 效果 清晰 运行 速度 很快 待机时间 待机时间 其他 特色 性价比 非常 值得 购买,商品5.csv
给婆婆买的，手机很不错，屏幕很大，手感很好，清晰度也很高。婆婆很喜欢这款手机，价格还有过补，很实惠。,5,已购 粉金色 16GB+256GB,我都笑纳,122,给婆婆买的手机很不错屏幕很大手感很好清晰度也很高婆婆很喜欢这款手机价格还有过补很实惠,婆婆 手机 不错 屏幕 很大 手感 清晰度 婆婆 喜欢 手机 价格 还有 过补 实惠,商品5.csv
手机颜值超高，运行流畅，不卡顿，拍照清晰，色彩还原好续航，给力，充电也快，系统稳定，功能丰富，用起来特别顺手，性价比非常高，非常满意,5,已购 黑色 12GB+256GB,倩倩打瞌睡,123,手机颜值超高运行流畅不卡顿拍照清晰色彩还原好续航给力充电也快系统稳定功能丰富用起来特别顺手性价比非常高非常满意,手机 颜值 超高 运行 流畅 不卡顿 拍照 清晰 色彩 还原 续航 给力 充电 系统 稳定 功能丰富 起来 特别 顺手 性价比 非常 非常 满意,商品5.csv
嗯，小米红米手机外形很惊艳，颜色也很清新亮丽，性价比非常高，手感不错，加上国家补贴价格相当给力，超出预期好评，非常好的手机,5,已购 白色 12GB+256GB,jd_186222cul,124,嗯小米红米手机外形很惊艳颜色也很清新亮丽性价比非常高手感不错加上国家补贴价格相当给力超出预期好评非常好的手机,小米 红米 手机 外形 惊艳 颜色 清新 亮丽 性价比 非常 高手 不错 加上 国家补贴 价格 相当 给力 超出 预期 好评 非常 手机,商品5.csv
非常好看的一款手机，手感很好，清晰度很高，我非常喜欢这款手机。价格也参与国补，到手很实惠。非常满意！,5,已购 粉金色 16GB+256GB,C嵛帆,125,非常好看的一款手机手感很好清晰度很高我非常喜欢这款手机价格也参与国补到手很实惠非常满意,非常 好看 一款 手机 手感 清晰度 非常 喜欢 手机 价格 参与 国补 到手 实惠 非常 满意,商品5.csv
不得不说，小米家的红米系列真的是性价比特别高的一款手机，操作起来超级方便，旧手机的资料全部导过去了，手机超级好用,5,已购 白色 16GB+256GB,u_mn43x3k8c4w1,126,不得不说小米家的红米系列真的是性价比特别高的一款手机操作起来超级方便旧手机的资料全部导过去了手机超级好用,不得不 小米 红米 系列 真的 性价比 特别 一款 手机 操作 起来 超级 方便 手机 资料 全部 过去 手机 超级 好用,商品5.csv
手机质量不错，优惠力度大，附赠品齐全，手感也丝滑，开机响应快，拍照效果也非常不错，整体作工精细，年底有国补，加上京东补贴，相当的物有所值，值得入手的好物。,5,已购 黑色 16GB+1TB,u_qqmjz1g32wx4,128,手机质量不错优惠力度大附赠品齐全手感也丝滑开机响应快拍照效果也非常不错整体作工精细年底有国补加上京东补贴相当的物有所值值得入手的好物,手机 质量 不错 优惠 力度 附赠品 齐全 手感 开机 响应 拍照 效果 非常 不错 整体 作工 精细 年底 有国补 加上 京东 补贴 相当 物有所值 值得 入手 好物,商品5.csv
这款小米手机外形十分好看拍照效果十分清晰特别适合年纪大的老人待机时间长，有需要的朋友们可以抓紧时间及时购买，非常的不错，而且价钱非常便宜,5,已购 粉金色 12GB+256GB,y***0,129,这款小米手机外形十分好看拍照效果十分清晰特别适合年纪大的老人待机时间长有需要的朋友们可以抓紧时间及时购买非常的不错而且价钱非常便宜,小米 手机 外形 十分 好看 拍照 效果 十分 清晰 特别 适合 年纪 老人 待机时间 长有 需要 朋友 可以 抓紧时间 及时 购买 非常 不错 而且 价钱 非常 便宜,商品5.csv
手感还是很不错的，他们家的价格不贵，还挺顺手的，老人也比较喜欢，毕竟我是给家人买的，我觉得还是挺不错的吧，运行的速度也很快,5,已购 粉金色 12GB+256GB,雷声雨点小哈,130,手感还是很不错的他们家的价格不贵还挺顺手的老人也比较喜欢毕竟我是给家人买的我觉得还是挺不错的吧运行的速度也很快,手感 还是 不错 他们 价格 不贵 顺手 老人 比较 喜欢 毕竟 家人 觉得 还是 挺不错 运行 速度 很快,商品5.csv
"手机做工精致，屏幕清晰，握持手感出色，系统流畅，拍
照清楚日常使用足够了，物超所值。特别合父母用，或者自己当备用机使用也可以的！小米官网查询的确是未激活的，好评！",5,已购 粉金色 12GB+256GB,7***l,132,"手机做工精致屏幕清晰握持手感出色系统流畅拍
照清楚日常使用足够了物超所值特别合父母用或者自己当备用机使用也可以的小米官网查询的确是未激活的好评",手机 做工 精致 屏幕 清晰 握持 手感 出色 系统 流畅 清楚 日常 使用 足够 物超所值 特别 父母 或者 自己 备用机 使用 可以 小米 官网 查询 的确 未激活 好评,商品5.csv
手机收到了是全新未拆封的没有问题，买给家里人用的，日常用非常满意 包装也很好没有什么问题，手机也很漂亮，质感很好，电池容量大，能用很久,5,已购 粉金色 12GB+256GB,j***0,133,手机收到了是全新未拆封的没有问题买给家里人用的日常用非常满意 包装也很好没有什么问题手机也很漂亮质感很好电池容量大能用很久,手机 收到 全新 拆封 没有 问题 家里人 日常 非常 满意 包装 没有 什么 问题 手机 很漂亮 质感 电池容量 大能,商品5.csv
Redmi Turbo 4 Pro性价比超高，骁龙8S Gen4性能强劲，游戏流畅不卡顿。7550mAh大电池续航持久，90W快充回血快。金属中框质感好，IP68防水实用，屏幕清晰护眼，系统流畅，同价位几乎无短板，非常值得入手。,5,已购 黑色 12GB+512GB,j***z,134,性价比超高骁龙 性能强劲游戏流畅不卡顿大电池续航持久快充回血快金属中框质感好防水实用屏幕清晰护眼系统流畅同价位几乎无短板非常值得入手,性价比 超高 骁龙 性能 强劲 游戏 流畅 不卡顿 电池 续航 持久 快充 回血快 金属 中框 质感 防水 实用 屏幕 清晰 护眼 系统 流畅 同价位 几乎 短板 非常 值得 入手,商品5.csv
小米出品必属精品，之前用的红米手机，为了方便倒数据还是继续购买的这款红米，内存1tb足够大才够用，顺便还购买了电池2年换新的服务，希望经久耐用。,5,已购 白色 16GB+1TB,红***鱼,135,小米出品必属精品之前用的红米手机为了方便倒数据还是继续购买的这款红米内存足够大才够用顺便还购买了电池年换新的服务希望经久耐用,小米 出品 必属 精品 之前 红米 手机 为了 方便 数据 还是 继续 购买 这款 红米 内存 足够 大才 够用 顺便 购买 电池 年换 服务 希望 经久耐用,商品5.csv
"REDMI Turbo 4 Pro搭载的第四代骁龙8s处理器使得性能异常强劲，无论是游戏还是多任务处理都能游刃有余。这款手机配备了12GB内存和256GB存储，再也不用担心跑速和空间不足的问题。
7550mAh的超大电池让人惊喜，长时间的使用体验无需频繁充电，完全能够满足重度手机党的日常需求。无论是外出旅行还是长时间工作的场合，REDMI Turbo 4 Pro都能保证有足够的电量支持。",5,已购 黑色 12GB+256GB,霜_天,136,"搭载的第四代骁龙处理器使得性能异常强劲无论是游戏还是多任务处理都能游刃有余这款手机配备了内存和存储再也不用担心跑速和空间不足的问题
的超大电池让人惊喜长时间的使用体验无需频繁充电完全能够满足重度手机党的日常需求无论是外出旅行还是长时间工作的场合   都能保证有足够的电量支持",搭载 第四代 骁龙 处理器 使得 性能 异常 强劲 无论是 游戏 还是 多任务处理 游刃有余 手机 配备 内存 存储 再也 不用 担心 跑速 空间 不足 问题 超大 电池 惊喜 长时间 使用 体验 无需 频繁 充电 完全 能够 满足 重度 手机 日常 需求 无论是 外出 旅行 还是 长时间 工作 场合 保证 足够 电量 支持,商品5.csv
外现时尚，送货快，随便夸夸,3,已购 白色 12GB+256GB,崆峒山旁的南瓜车,137,外现时尚送货快随便夸夸,外现 时尚 送货 随便 夸夸,商品5.csv
"这款手机外观时尚精致，轻薄便携手感佳。性能强劲运行
流畅，拍照效果出色，色彩还原度高。电池续航能力不
错，充电速度快，很值得入手。",5,已购 粉金色 12GB+512GB,ann21d234td8lx,138,"这款手机外观时尚精致轻薄便携手感佳性能强劲运行
流畅拍照效果出色色彩还原度高电池续航能力不
错充电速度快很值得入手",手机 外观 时尚 精致 轻薄 便携 手感 性能 强劲 运行 流畅 拍照 效果 出色 色彩 还原 度高 电池 续航 能力 充电 速度 值得 入手,商品5.csv
"红米Turbo 4 Pro手机是一款性价比极高的中端机型，它在性能、续航、设计和屏幕等方面都有出色的表现。
这次在享受国家补贴后到手价更为亲民，是一款性价比极高的手机。",5,已购 黑色 16GB+256GB,9***g,139,"红米  手机是一款性价比极高的中端机型它在性能续航设计和屏幕等方面都有出色的表现
这次在享受国家补贴后到手价更为亲民是一款性价比极高的手机",红米 手机 一款 性价比 极高 中端 机型 性能 续航 设计 屏幕 方面 出色 表现 这次 享受 国家补贴 到手 更为 亲民是 一款 性价比 极高 手机,商品5.csv
性能流畅，传输数据的时候也很方便，不卡顿，拍照还行，买的12➕256g的，足够老人家用了。手机屏特别大哈哈手都握不住，送长辈的可以选这款手机。😌,5,已购 黑色 12GB+256GB,7***4,140,性能流畅传输数据的时候也很方便不卡顿拍照还行买的的足够老人家用了手机屏特别大哈哈手都握不住送长辈的可以选这款手机,性能 流畅 传输数据 时候 方便 不卡顿 拍照 还行 足够 老人家 手机 特别 哈哈 手都握 不住 长辈 可以 这款 手机,商品5.csv
"手机非常好用！确定是正品无误！骁龙芯片+大肉a1o
存，玩游戏、多任务都流畅，完全不卡顿。高清主摄+夜景模式，随手拍都清晰，夜景噪点少，色彩超自然。大电池*快充，重度使用一天没问题，充电5分钟能用好久，再也不怕没电焦虑。操作顺手，新功能总能帶来惊喜。同配置价格比其他品牌低很多，质量都一点不含糊，支持小米，国货之光！用了一段时间越用越喜欢，真心推荐！",5,已购 白色 12GB+256GB,j***h,141,"手机非常好用确定是正品无误骁龙芯片大肉
存玩游戏多任务都流畅完全不卡顿高清主摄夜景模式随手拍都清晰夜景噪点少色彩超自然大电池快充重度使用一天没问题充电分钟能用好久再也不怕没电焦虑操作顺手新功能总能帶来惊喜同配置价格比其他品牌低很多质量都一点不含糊支持小米国货之光用了一段时间越用越喜欢真心推荐",手机 非常 好用 确定 正品 无误 骁龙 芯片 大肉 玩游戏 多任务 流畅 完全 不卡顿 高清 主摄 夜景 模式 随手 清晰 夜景 噪点 色彩 超自然 电池 快充 重度 使用 一天 问题 充电 分钟 好久 再也 不怕 焦虑 操作 顺手 功能 总能 帶来 惊喜 配置 价格比 其他 品牌 很多 质量 一点 不含糊 支持 小米 国货 之光用 一段时间 越用 喜欢 真心 推荐,商品5.csv
"待机时间：待机时间长
运行速度：挺快的
拍照效果：拍照清晰度一般吧，也还行
外形外观：可以，大气手感也舒服
其他特色：小米手机值得信赖。",5,已购 白色 16GB+1TB,g***5,142,"待机时间待机时间长
运行速度挺快的
拍照效果拍照清晰度一般吧也还行
外形外观可以大气手感也舒服
其他特色小米手机值得信赖",待机时间 待机时间 运行 速度 挺快 拍照 效果 拍照 清晰度 一般 还行 外形 外观 可以 大气 手感 舒服 其他 特色 小米 手机 值得 信赖,商品5.csv
手机收到，运行流畅，外观设计合理，手感不错，大游戏不卡顿，画面感强，像素图像效果好，音响设备质感很好，小米手机已经是第二次回购了，电池容量大，待机时间长，屏幕设计合理舒适。,5,已购 黑色 12GB+256GB,29athz4z78r9s1,144,手机收到运行流畅外观设计合理手感不错大游戏不卡顿画面感强像素图像效果好音响设备质感很好小米手机已经是第二次回购了电池容量大待机时间长屏幕设计合理舒适,手机 收到 运行 流畅 外观设计 合理 手感 不错 游戏 不卡顿 画面感 像素 图像 效果 音响设备 质感 小米 手机 已经 第二次 回购 电池容量 待机时间 屏幕 设计 合理 舒适,商品5.csv
买的是1TB的，要用到的大储存，价格也非常好，手机颜值也很喜欢，用起来也不卡顿，电池容量也超大，不担心一天一次充电了，京东自营品物流也是杠杠的，第二天就到了，非常快。,5,已购 粉金色 16GB+1TB,4y100g7u8s671c,145,买的是的要用到的大储存价格也非常好手机颜值也很喜欢用起来也不卡顿电池容量也超大不担心一天一次充电了京东自营品物流也是杠杠的第二天就到了非常快,用到 储存 价格 非常 手机 颜值 喜欢 起来 不卡顿 电池容量 超大 担心 一天 一次 充电 京东 自营 物流 杠杠 第二天 非常,商品5.csv
之前使用小米手机10s四年多了，电池掉电快了，而且有些卡了，这次更换这款红米手机性价比不错，运行速度奇快，外放喇叭声音一般，总之就是这款手机非常适合老年人使用。,5,已购 黑色 16GB+256GB,WizzleX,146,之前使用小米手机四年多了电池掉电快了而且有些卡了这次更换这款红米手机性价比不错运行速度奇快外放喇叭声音一般总之就是这款手机非常适合老年人使用,之前 使用 小米 手机 四年 电池 掉电 而且 有些 这次 更换 这款 红米 手机 性价比 不错 运行 速度 奇快 外放 喇叭 声音 一般 总之 就是 手机 非常适合 老年人 使用,商品5.csv
待机时间，拍照都挺好的。就是寸照片没有以前按天存的功能。对于热爱拍照的人来说查找资料有点不那么方便。其他都挺好,5,已购 黑色 16GB+512GB,xa16q972tovat1,147,待机时间拍照都挺好的就是寸照片没有以前按天存的功能对于热爱拍照的人来说查找资料有点不那么方便其他都挺好,待机时间 拍照 就是 照片 没有 以前 按天存 功能 对于 热爱 拍照 来说 查找 资料 有点 那么 方便 其他,商品5.csv
红米Turbo 4 Pro太顶了！性能强劲，玩游戏超流畅。超大电池超长续航，告别电量焦虑。屏幕护眼清晰，拍照也够用。性价比超高，闭眼入不亏，真香！,5,已购 黑色 12GB+256GB,陈不慌v,148,红米  太顶了性能强劲玩游戏超流畅超大电池超长续航告别电量焦虑屏幕护眼清晰拍照也够用性价比超高闭眼入不亏真香,红米 太顶 性能 强劲 玩游戏 流畅 超大 电池 超长 续航 告别 电量 焦虑 屏幕 护眼 清晰 拍照 够用 性价比 超高 闭眼 入不亏 真香,商品5.csv
"手机收到了，还可以不错的选择
外形外观：外观设计漂亮美观
屏幕音效：屏幕音质清晰度高
拍照效果：拍照效果很好
运行速度：运行速度快
待机时间：待机时间长",5,已购 黑色 12GB+256GB,j***m,149,"手机收到了还可以不错的选择
外形外观外观设计漂亮美观
屏幕音效屏幕音质清晰度高
拍照效果拍照效果很好
运行速度运行速度快
待机时间待机时间长",手机 收到 可以 不错 选择 外形 外观 外观设计 漂亮 美观 屏幕 音效 屏幕 音质 清晰度 拍照 效果 拍照 效果 运行 速度 运行 速度 待机时间 待机时间,商品5.csv
红米TrubO4 Pro此款真是千元档机性价比的天花板，此价格能买到金属中框十AG玻璃后盖，IP68防水。大电池超长继航，一天一充完全足够，国补抢不到，有些遗憾！,5,已购 黑色 12GB+256GB,jd133828glk,150,红米 此款真是千元档机性价比的天花板此价格能买到金属中框十玻璃后盖防水大电池超长继航一天一充完全足够国补抢不到有些遗憾,红米 此款 真是 千元 档机 性价比 天花板 价格 金属 中框 玻璃 后盖 防水 电池 超长 继航 一天 一充 完全 足够 国补 不到 有些 遗憾,商品5.csv
"外形外观：外观好看大气简约
屏幕音效：音效同价位还是可以的
拍照效果：📷也很OK
待机时间：正常两天充一次长辈用的很耐用",5,已购 黑色 12GB+256GB,jd_150785zxkc,151,"外形外观外观好看大气简约
屏幕音效音效同价位还是可以的
拍照效果也很
待机时间正常两天充一次长辈用的很耐用",外形 外观 外观 好看 大气 简约 屏幕 音效 音效 同价位 还是 可以 拍照 效果 待机时间 正常 两天 一次 长辈 耐用,商品5.csv
手机不错，屏幕大，本以为初四才可以收到货，没想到今天就收到了，收到后感觉他惊讶了，参加国补买下来不到2000，值了。,5,已购 粉金色 16GB+256GB,b***e,152,手机不错屏幕大本以为初四才可以收到货没想到今天就收到了收到后感觉他惊讶了参加国补买下来不到值了,手机 不错 屏幕 以为 初四 可以 收到 没想到 今天 收到 收到 感觉 惊讶 参加国 买下来 不到,商品5.csv
"拍照平时用还是够用了，颜值不错，
外形外观：手机拿在手上的触感还是挺爽的，用了一会电池非常经用，",5,已购 白色 12GB+256GB,jd_131646vsv,153,"拍照平时用还是够用了颜值不错
外形外观手机拿在手上的触感还是挺爽的用了一会电池非常经用",拍照 平时 还是 够用 颜值 不错 外形 外观 手机 拿在手上 触感 还是 挺爽 一会 电池 非常 经用,商品5.csv
手机颜值比较高，拍照比较清晰，玩游戏比较流畅，刷抖音比较好，给妈妈买的，妈妈很满意,5,已购 粉金色 12GB+512GB,jd_70ubb06q4v0gyv,154,手机颜值比较高拍照比较清晰玩游戏比较流畅刷抖音比较好给妈妈买的妈妈很满意,手机 颜值 比较 拍照 比较 清晰 玩游戏 比较 流畅 刷抖音 比较 妈妈 妈妈 满意,商品5.csv
屏很大     颜色很干净     有插头   不用单独买   给老人买的    感觉不错,5,已购 白色 12GB+256GB,j***摆,155,屏很大     颜色很干净     有插头   不用单独买   给老人买的    感觉不错,很大 颜色 干净 插头 不用 单独 老人 感觉 不错,商品5.csv
小米这款手机超出了我的预期，外观简约好看，性能流畅不卡顿，续航也超给力，用着特别顺手，真心不错,5,已购 黑色 12GB+256GB,轩***米,156,小米这款手机超出了我的预期外观简约好看性能流畅不卡顿续航也超给力用着特别顺手真心不错,小米 手机 超出 预期 外观 简约 好看 性能 流畅 不卡顿 续航 超给 力用 特别 顺手 真心 不错,商品5.csv
货已收到，待用一段时间观察效果,3,已购 黑色 12GB+512GB,4***7,157,货已收到待用一段时间观察效果,货已 收到 待用 一段时间 观察 效果,商品5.csv
"买手机上京东，质量很好有保证。
外形外观：好
屏幕音效：好
拍照效果：好
运行速度：快
待机时间：长",5,已购 黑色 12GB+256GB,jd_6h9279y690c23q,158,"买手机上京东质量很好有保证
外形外观好
屏幕音效好
拍照效果好
运行速度快
待机时间长",买手机 京东 质量 保证 外形 外观 屏幕 音效 拍照 效果 运行 速度 待机时间,商品5.csv
做工精细，屏幕清晰，反应很快，日常使用完全没问题，信号稳定，客服态度好，非常满意的一次购物！,5,已购 黑色 12GB+256GB,萩萩666,159,做工精细屏幕清晰反应很快日常使用完全没问题信号稳定客服态度好非常满意的一次购物,做工 精细 屏幕 清晰 反应 很快 日常 使用 完全 问题 信号 稳定 客服 态度 非常 满意 一次 购物,商品5.csv
手机电池非常大，也很经用，再也不担心没有电了，功能强大，系统用用着非常流畅，非常舒服。,5,已购 白色 12GB+512GB,行***5,160,手机电池非常大也很经用再也不担心没有电了功能强大系统用用着非常流畅非常舒服,手机电池 非常 经用 再也 担心 没有 功能强大 系统 用用 非常 流畅 非常 舒服,商品5.csv
手机非常不错，外观大气，运行流畅，屏幕大。用了国补价格合适，给老人使用非常合适。,5,已购 白色 12GB+256GB,从***t,161,手机非常不错外观大气运行流畅屏幕大用了国补价格合适给老人使用非常合适,手机 非常 不错 外观 大气 运行 流畅 屏幕 大用 国补 价格 合适 老人 使用 非常 合适,商品5.csv
质量很好，值得购买，家里人很喜欢，拍照清晰，系统流畅，软件好用，充电速度快，音乐质量很好，包装完美,5,已购 白色 12GB+512GB,东***l,162,质量很好值得购买家里人很喜欢拍照清晰系统流畅软件好用充电速度快音乐质量很好包装完美,质量 值得 购买 家里人 喜欢 拍照 清晰 系统 流畅 软件 好用 充电 速度 音乐 质量 包装 完美,商品5.csv
我自己半年前换了手机，给先生也换了同款，用了一段时间了，手机运行速度快，好用，打游戏丝滑。好评。,5,已购 白色 16GB+1TB,i来向暖,163,我自己半年前换了手机给先生也换了同款用了一段时间了手机运行速度快好用打游戏丝滑好评,自己 半年前 手机 先生 同款 一段时间 手机 运行 速度 打游戏 丝滑 好评,商品5.csv
第一次在京东商城里面购买小米的手机，性价比高🏀质量很好，电池够大，屏幕看的很清，做备用机够用。,5,已购 黑色 12GB+256GB,jd_1300津1300津,164,第一次在京东商城里面购买小米的手机性价比高质量很好电池够大屏幕看的很清做备用机够用,第一次 京东 商城 里面 购买 小米 手机 性价比 高质量 电池 大屏幕 备用机 够用,商品5.csv
物美价廉，性能强劲，系统流畅，电池容量大，性价比之王，平时看看小说刷刷短剧都没问题,5,已购 粉金色 12GB+256GB,轩***米,165,物美价廉性能强劲系统流畅电池容量大性价比之王平时看看小说刷刷短剧都没问题,物美价廉 性能 强劲 系统 流畅 电池容量 性价比 之王 平时 看看 小说 刷刷 短剧 问题,商品5.csv
这个手机买来用了一阵子，是给老爸买的生日礼物，他表示很喜欢这个手机，充电速度快，屏幕大,5,已购 白色 12GB+256GB,轩***米,166,这个手机买来用了一阵子是给老爸买的生日礼物他表示很喜欢这个手机充电速度快屏幕大,这个 手机 买来 一阵子 老爸 生日礼物 表示 喜欢 这个 手机 充电 速度 屏幕,商品5.csv
"手机收到，快递小哥很有耐心，帮着录了开箱视频。
手机外观线条流畅，手感不错，运行速度快。",5,已购 黑色 12GB+512GB,jd_139202dxp,167,"手机收到快递小哥很有耐心帮着录了开箱视频
手机外观线条流畅手感不错运行速度快",手机 收到 快递 小哥 耐心 帮着 开箱 视频 手机 外观 线条 流畅 手感 不错 运行 速度,商品5.csv
这款手机很不错，一千出头，很实惠，性能强大，平时好看小说刷刷短剧够用，非常满意。,5,已购 黑色 12GB+256GB,轩***米,168,这款手机很不错一千出头很实惠性能强大平时好看小说刷刷短剧够用非常满意,手机 不错 一千 出头 实惠 性能 强大 平时 好看 小说 刷刷 短剧 够用 非常 满意,商品5.csv
用起来挺好的，看了很久的手机，最后选择了这个手机，比k系列感觉很好，挺好的手机，值得推荐。,5,已购 白色 12GB+256GB,Mike-HH,169,用起来挺好的看了很久的手机最后选择了这个手机比系列感觉很好挺好的手机值得推荐,起来 手机 最后 选择 这个 手机 系列 感觉 手机 值得 推荐,商品5.csv
"外形外观：大圆角，手感不错
运行速度：买来给老人用的，没有问题
待机时间：基本光刷视频，待机很长",5,已购 粉金色 12GB+256GB,h***1,170,"外形外观大圆角手感不错
运行速度买来给老人用的没有问题
待机时间基本光刷视频待机很长",外形 外观 圆角 手感 不错 运行 速度 买来 老人 没有 问题 待机时间 基本 光刷 视频 待机 很长,商品5.csv
